Sample_ID	group label	Master ID	Skeletal code	Skeletal element	"Published(0=no,1=yes.including.data.release.of.bioRxiv.version)"	"Year data from this individual was first published [for a present-day individuals we give the data of the data reported here; missing: GreenScience 2010 (Vi33.15, Vi33.26), Olalde2018 (I2657), RasmussenNature2010 (Australian)]"	Publication	Representative contact	"Method for Determining Date; unless otherwise specified, calibrations use 95.4% intervals from OxCal v4.4.2 Bronk Ramsey (2009); r:5; Atmospheric data from Reimer et al (2020)"	"Date mean in BP in years before 1950 CE [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]"	"Date standard deviation in BP [OxCal sigma for a direct radiocarbon date, and standard deviation of the uniform distribution between the two bounds for a contextual date]"	"Full Date: One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE"	Age at Death Estimate	Group ID	Locality	Country	Lat.	Long.	Restrictions (0=none; 1=Basic signed letter; 2=Restrictive signed letter; 3=Bolnick signed letter; 4=Never release; 5=Disease patient; 6=Basic signed letter but drafts should be circulated to Papua New Guinea Medical Research Advisory Group in advance of publication)	Pulldown Strategy	Data source	No. Libraries	Coverage on autosomal targets (Computed at (re)pulldown pre-padding)	1240k coverage (taken from original pulldown where possible)	SNPs hit on autosomal targets (Computed at pulldown for non-padded samples)	SNPs hit on autosomal targets (Computed using easystats on 1240k snpset)	Mean length of shotgun sequences (merged data)	Sex	Family ID and position within family	Sum total of ROH segments >4cM	Sum total of ROH segments >20cM	Y haplogroup automatic caller	Y haplogroup in terminal mutation notation (automatically called)	Y haplogroup  in ISOGG v15.73 notation (automatically called)	Y chromosome reference for manual call	Y haplogroup (manual curation in terminal mutation format)	Y haplogroup (manual curation in ISOGG format)	mtDNA coverage (merged data)	mtDNA haplogroup if ≥2 or published	mtDNA match to consensus if ≥2 coverage (merged data)	Damage rate in first nucleotide on sequences overlapping 1240k targets (merged data)	Sex ratio [Y/(Y+X) counts] (merged data)	Xcontam ANGSD SNPs (only if male)	Xcontam ANGSD MOM point estimate (only if male and ≥200)	Xcontam ANGSD MOM Z-score (only if male and ≥200)	Xcontam ANGSD MOM 95% CI truncated at 0 (only if male and ≥200)	contamLD est	contamLD s.e.	contamLD warning	contamLD s.e.	"Library type (minus=no.damage.correction, half=damage.retained.at.last.position, plus=damage.fully.corrected, ds=double.stranded.library.preparation, ss=single.stranded.library.preparation)"	LibraryID(s)	endogenous by library (computed on shotgun data)	1240k coverage (by library)	Damage rate in first nucleotide on sequences overlapping 1240k targets (by library)	mtDNA coverage (by library)	mtDNA haplogroup if ≥2 coverage (by library)	mtDNA match to consensus if ≥2 coverage (by library)	Individual Notes	batch notes (e.g. if a control well looks contaminated)	ASSESSMENT	"ASSESSMENT REASONING (Xcontam interval is listed if lower bound is >0.005, ""QUESTIONABLE"" if lower bound is 0.01-0.02, ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if lower bound is >0.02) (mtcontam confidence interval is listed if coverage >2 and upper bound is <0.98: 0.9-0.95 is ""QUESTIONABLE""; <0.9 is ""QUESTIONABLE_CRITICAL"", questionable status gets overriden by ANGSD with PASS if upper bound of contamination is <0.01 and QUESTIONABLE if upper bound is 0.01-0.05) (damage for ds.half is ""QUESTIONABLE_CRITICAL/FAIL"" if <0.01, and recorded but passed if 0.01-0.03; libraries with untreated last base are ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if <0.01, ""QUESTIONABLE"" if 0.01-0.03, and recorded but passed if 0.03-0.1) (sexratio is QUESTIONABLE if [0.03,0.10] or [0.30,0.35); QUESTIONABLE_CRITICAL/FAIL if (0.10,0.30))"
I8150	EN	I8150	11849	tooth	1	2019	OlaldeScience2019	"Lalueza-Fox, Carles"	Context: Archaeological - Period	4650	115	2900-2500 BCE	..	Spain_C	"Andalusia, Córdoba, Lucena, Sima del Ángel"	Spain	37.24	-4.24	0	Repulldown on 3.2M snpset	1240K	1	0.013298	0.022439	38619	24636	..	F	n/a (no relatives detected)	n/a (too few SNPs)	n/a (too few SNPs)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	8.86	J1c3	"[0.936,0.959]"	0.046	0.031	n/a (female)	n/a (female)	n/a (female)	n/a (female)	-0.066	0.035	Model_Misspecified	"[0,0.003]"	ds.half	S8150.E1.L1	0.0391	0.022439	0.046	8.86	J1c3	"[0.936,0.959]"	..	..	QUESTIONABLE	"sexratio=0.031, damage.ss.half=0.046, mtcontam=[0.936,0.959]"
I8153	EN	I8153	11802	tooth	1	2019	OlaldeScience2019	"Lalueza-Fox, Carles"	Context: Archaeological - Period	4650	115	2900-2500 BCE	..	Spain_C	"Andalusia, Córdoba, Lucena, Sima del Ángel"	Spain	37.24	-4.24	0	Repulldown on 3.2M snpset	1240K	1	0.011394	0.01929	34848	22292	..	M	n/a (no relatives detected)	n/a (too few SNPs)	n/a (too few SNPs)	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	I	I	..	..	..	46.2	J2b1a1	"[0.982,0.992]"	0.078	0.393	5	n/a (<200 SNPs)	n/a (<200 SNPs)	n/a (<200 SNPs)	-0.108	0.036	Model_Misspecified	"[0,0]"	ds.half	S8153.E1.L1	0.0049	0.01929	0.078	46.2	J2b1a1	"[0.982,0.992]"	..	..	PASS	..
I8154	EN	I8154	11831	tooth	1	2019	OlaldeScience2019	"Lalueza-Fox, Carles"	Context: Archaeological - Period	4650	115	2900-2500 BCE	..	Spain_C	"Andalusia, Córdoba, Lucena, Sima del Ángel"	Spain	37.24	-4.24	0	Repulldown on 3.2M snpset	1240K	1	0.046055	0.080188	136061	89537	..	F	n/a (no relatives detected)	n/a (too few SNPs)	n/a (too few SNPs)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	2.59	U5b1	"[0.622,0.981]"	0.125	0.012	n/a (female)	n/a (female)	n/a (female)	n/a (female)	0	0.035	Model_Misspecified	"[0,0.069]"	ds.half	S8154.E1.L1	0.0054	0.080188	0.125	2.59	U5b1	"[0.622,0.981]"	..	..	PASS	..
I8155_published	EN	I8155	11832	tooth	1	2019	OlaldeScience2019	"Lalueza-Fox, Carles"	Context: Archaeological - Period	4650	115	2900-2500 BCE	..	Spain_C	"Córdoba, Lucena, Sima del Ángel"	Spain	37.24	-4.24	0	Repulldown on 3.2M snpset	1240K	3	1.278963	2.2619	1347730	828450	..	F	n/a (no relatives detected)	4.673481	0	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	..	H4a1a	..	..	0.01	n/a (female)	n/a (female)	n/a (female)	n/a (female)	0.004	0.007	None	"[0,0.018]"	"ds.half,ds.half,ss.half"	"S8155.E1.L1,S8155.E1.L2,S8155.E1.L3"	"0.00480,0.00448,.."	"0.008,0.047,0.486"	..	"6.37,18.58,173.90"	"H4a1a,H4a1a,H4a1a"	"[0.971,0.987],[0.978,0.999],[0.985,0.998]"	..	..	PASS	..
I8156	EN	I8156	11807	tooth	1	2019	OlaldeScience2019	"Lalueza-Fox, Carles"	Context: Archaeological - Period	4650	115	2900-2500 BCE	..	Spain_C	"Andalusia, Córdoba, Lucena, Sima del Ángel"	Spain	37.24	-4.24	0	Repulldown on 3.2M snpset	1240K	1	0.015552	0.026124	47437	30221	..	M	n/a (no relatives detected)	n/a (too few SNPs)	n/a (too few SNPs)	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	G-P15	G2a	..	..	..	24.7	K1a4a1	"[0.989,0.999]"	0.085	0.413	10	n/a (<200 SNPs)	n/a (<200 SNPs)	n/a (<200 SNPs)	0.018	0.033	Model_Misspecified	"[0,0.083]"	ds.half	S8156.E1.L1	0.0047	0.026124	0.085	24.7	K1a4a1	"[0.989,0.999]"	..	..	PASS	..
I8157_published	EN	I8157	11800	tooth	1	2019	OlaldeScience2019	"Lalueza-Fox, Carles"	Context: Archaeological - Period	4650	115	2900-2500 BCE	..	Spain_C	"Córdoba, Lucena, Sima del Ángel"	Spain	37.24	-4.24	0	Repulldown on 3.2M snpset	1240K	3	0.017079	0.030008	50918	33817	..	M	n/a (no relatives detected)	n/a (too few SNPs)	n/a (too few SNPs)	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	F	F	..	..	..	218.365502	HV0+195	"[0.955,0.986]"	0.127	0.41838843	..	n/a (<200 SNPs)	n/a (<200 SNPs)	n/a (<200 SNPs)	0.328	0.043	Very_High_Contamination	"[0.244,0.412]"	"ds.half,ds.half,ss.half"	"S8157.E1.L1,S8157.E1.L2,S8157.E1.L3"	"0.00140,0.00036,.."	"0.003,0.003,0.006"	..	"20.30,26.69,55.23"	"HV0+195,HV0+195,HV0+195"	"[0.976,0.999],[0.950,0.984],[0.943,0.972]"	..	..	PASS	..
I8158	EN	I8158	11803	tooth	1	2019	OlaldeScience2019	"Lalueza-Fox, Carles"	Context: Archaeological - Period	4650	115	2900-2500 BCE	..	Spain_C	"Andalusia, Córdoba, Lucena, Sima del Ángel"	Spain	37.24	-4.24	0	Repulldown on 3.2M snpset	1240K	1	0.022992	0.038188	69652	44057	..	M	n/a (no relatives detected)	n/a (too few SNPs)	n/a (too few SNPs)	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	I-M436	I2a1b	..	..	..	38.7	H1ah	"[0.998,1.000]"	0.069	0.41	7	n/a (<200 SNPs)	n/a (<200 SNPs)	n/a (<200 SNPs)	-0.06	0.044	Model_Misspecified	"[0,0.026]"	ds.half	S8158.E1.L1	0.0041	0.038188	0.069	38.7	H1ah	"[0.998,1.000]"	..	..	PASS	..
I8197	EN	I8197	11834	petrous	1	2019	OlaldeScience2019	"Lalueza-Fox, Carles"	Context: Archaeological - Period	4650	115	2900-2500 BCE	..	Spain_C	"Andalusia, Córdoba, Lucena, Sima del Ángel"	Spain	37.24	-4.24	0	Repulldown on 3.2M snpset	1240K	1	2.450665	4.319877	1398561	842445	..	F	n/a (no relatives detected)	0	0	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	140	H4a1	"[0.981,0.991]"	0.146	0.012	n/a (female)	n/a (female)	n/a (female)	n/a (female)	0.004	0.006	None	"[0,0.016]"	ds.half	S8197.E1.L1	0.6249	4.319877	0.146	140	H4a1	"[0.981,0.991]"	..	..	PASS	..
I8198	EN	I8198	11838	petrous	1	2019	OlaldeScience2019	"Lalueza-Fox, Carles"	Context: Archaeological - Period	4650	115	2900-2500 BCE	..	Spain_C	"Andalusia, Córdoba, Lucena, Sima del Ángel"	Spain	37.24	-4.24	0	Repulldown on 3.2M snpset	1240K	1	1.781834	3.11824	1098155	672364	..	F	n/a (no relatives detected)	0	0	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	104	J2b1a	"[0.988,0.996]"	0.105	0.015	n/a (female)	n/a (female)	n/a (female)	n/a (female)	0.013	0.006	None	"[0.001,0.025]"	ds.half	S8198.E1.L1	0.1842	3.11824	0.105	104	J2b1a	"[0.988,0.996]"	..	..	PASS	..
I8199	EN	I8199	11853	petrous	1	2019	OlaldeScience2019	"Lalueza-Fox, Carles"	Context: Archaeological - Period	4650	115	2900-2500 BCE	..	Spain_C	"Andalusia, Córdoba, Lucena, Sima del Ángel"	Spain	37.24	-4.24	0	Repulldown on 3.2M snpset	1240K	1	2.716558	4.741005	1418328	825932	..	M	n/a (no relatives detected)	14.979588	0	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	G-Z724	G2a2b2a1a1c1	..	..	..	157	U5b1+16189+@16192	"[0.987,0.996]"	0.131	0.42	6010	0.006589	5.830999252	"[0.004,0.009]"	-0.009	0.005	None	"[0,0.001]"	ds.half	S8199.E1.L1	0.7035	4.741005	0.131	157	U5b1+16189+@16192	"[0.987,0.996]"	..	..	PASS	..
I8364	EN	I8364	11836	petrous	1	2019	OlaldeScience2019	"Lalueza-Fox, Carles"	Context: Archaeological - Period	4588	40	2706-2569 BCE	..	Spain_C	"Andalusia, Córdoba, Lucena, Sima del Ángel"	Spain	37.24	-4.24	0	Repulldown on 3.2M snpset	1240K	1	1.602094	2.872118	1322027	789590	..	M	n/a (no relatives detected)	5.291808	0	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	I-L161	I2a1a2	..	..	..	352	J2b1a2a	"[0.986,0.995]"	0.096	0.424	4749	0.009115	6.129049611	"[0.006,0.012]"	0.006	0.007	None	"[0,0.02]"	ds.half	S8364.E1.L1	0.4619	2.872118	0.096	352	J2b1a2a	"[0.986,0.995]"	..	..	PASS	"Xcontam=[0.006,0.012]"
I8365	EN	I8365	11837	petrous	1	2019	OlaldeScience2019	"Lalueza-Fox, Carles"	Context: Archaeological - Period	4588	40	2706-2569 BCE	..	Spain_C	"Andalusia, Córdoba, Lucena, Sima del Ángel"	Spain	37.24	-4.24	0	Repulldown on 3.2M snpset	1240K	1	1.847739	3.284812	1462690	866680	..	M	n/a (no relatives detected)	0	0	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	G-CTS342	G2a2b2a1a1c	..	..	..	109	H	"[0.977,0.991]"	0.134	0.418	5755	0.006533	5.281897958	"[0.004,0.009]"	-0.001	0.005	None	"[0,0.009]"	ds.half	S8365.E1.L1	0.2604	3.284812	0.134	109	H	"[0.977,0.991]"	..	..	PASS	..
I8568	EN	I8568	"C.E.-2, 92-8"	tooth	1	2019	OlaldeScience2019	"Lalueza-Fox, Carles"	Direct: IntCal20	5387	53	"3496-3355 calBCE (4615±20 BP, PSUAMS-4432)"	adult	Spain_MLN	"Valencian Community, València/Valencia, Bocairent, La Coveta Emparetà"	Spain	38.762271	-0.586981	0	Repulldown on 3.2M snpset	1240K	1	0.287356	0.481954	666326	417941	..	F	n/a (no relatives detected)	4.3008	0	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	157	X2b+226	"[0.996,1]"	0.038	0.009	n/a (female)	n/a (female)	n/a (female)	n/a (female)	0.024	0.02	None	"[0,0.063]"	ds.half	S8568.E1.L1	0.0832	0.481954	0.038	157	X2b+226	"[0.996,1.000]"	..	..	PASS	damage.ds.half=0.038
I8569	EN	I8569	Q1-N-1	tooth	1	2019	OlaldeScience2019	"Lalueza-Fox, Carles"	Direct: IntCal20	4692	74	"2872-2626 calBCE (4141±21 BP, MAMS-18651)"	..	Spain_C	"Valencian Community, Castelló/Castellón, Alcalá de Xivert, Cova dels Diablets"	Spain	40.302777	0.2797	0	Repulldown on 3.2M snpset	1240K	1	0.57186	0.968564	963549	596496	..	M	n/a (no relatives detected)	0	0	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	G-PF3148	G2a2a1	..	..	..	71.4	H1ah	"[0.982,0.995]"	0.061	0.43	1340	0.00774	2.592325644	"[0.002,0.014]"	-0.008	0.013	None	"[0,0.017]"	ds.half	S8569.E1.L1	0.0192	0.968564	0.061	71.4	H1ah	"[0.982,0.995]"	..	..	PASS	..
ILK001	EN	ILK001	ILK001	..	1	2018	MathiesonNature2018	"Krause, Johannes"	Direct: IntCal20	4773	59	"2900-2701 calBCE (4221±22 BP, MAMS-30072)"	..	Ukraine_GlobularAmphora	Ilatka	Ukraine	49.55777778	27.68861111	0	1240K pulldown padded to 3.2M snpset	1240K	..	4.302	4.302	..	881235	..	M	n/a (no relatives detected)	0	0	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	I-L801	I2a1b1a2b1	..	..	..	..	..	..	..	..	..	..	..	..	-0.004	0.004	None	"[0,0.004]"	half	..	..	..	..	..	..	..	..	..	PASS	..
ILK002	EN	ILK002	ILK002	..	1	2018	MathiesonNature2018	"Krause, Johannes"	Direct: IntCal20	4734	59	"2889-2675 calBCE (4192±22 BP, MAMS-30073)"	..	Ukraine_EBA_GlobularAmphora	Ilatka	Ukraine	49.55777778	27.68861111	0	1240K pulldown padded to 3.2M snpset	1240K	..	5.336	5.336	..	906537	..	M	n/a (no relatives detected)	74.410403	0	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	I-Z161	I2a1b1a2b	..	..	..	..	..	..	..	..	..	..	..	..	-0.008	0.005	None	"[0,0.002]"	half	..	..	..	..	..	..	..	..	..	PASS	..
ILK003	EN	ILK003	ILK003	..	1	2018	MathiesonNature2018	"Krause, Johannes"	Direct: IntCal20	4781	59	"2901-2703 calBCE (4225±22 BP, MAMS-30074)"	..	Ukraine_GlobularAmphora	Ilatka	Ukraine	49.55777778	27.68861111	0	1240K pulldown padded to 3.2M snpset	1240K	..	4.635	4.635	..	869048	..	F	n/a (no relatives detected)	95.282116	24.870002	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	..	..	..	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	-0.02	0.004	None	"[0,0]"	half	..	..	..	..	..	..	..	..	..	PASS	..
Kvarlov5164	EN	Kvarlov5164	Kvarlov5164	..	1	2018	MittnikNatureCommunications2018	..	"Direct (WARNING MISSING LAB CODE, MISSING UNCALIBRATED DATE, NEED TO CHANGE TO INTCAL20): IntCal13"	5746	86	3945-3647 calBCE	..	Sweden_TRB_MN	"Kvärlöv, Saxtorp, Skåne"	Sweden	61.658497	17.003742	0	1240K pulldown padded to 3.2M snpset	1240K	..	0.561806	0.561806	..	373050	..	F	n/a (no relatives detected)	n/a (too few SNPs)	n/a (too few SNPs)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	..	T2b	..	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	0.173	0.013	Very_High_Contamination	"[0.148,0.198]"	half	..	..	..	..	..	..	..	..	..	PASS	Literature
AV1	H	AV1	AV1	petrous	1	2018	AmorimNatureCommunications2018	AmorimNatureCommunications2018	Direct (WARNING MISSING LAB CODE): IntCal20	1360	25	549-640 calCE (1487±26 BP)	..	Hungary_Avar_5	Szólád	Hungary	46.28333333	17.85	0	Repulldown on 3.2M snpset	1240K	..	1.586918	2.573859	1365353	818227	..	F	"Hungary, Szólád Family A (2 members) (AV2-AV1 have a mother-daughter relationship)"	0	0	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	10.47	X2m'n	..	0.0874	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	-0.015	0.006	None	"[0,0]"	ds.half	..	0.325459145	..	0.0874	..	..	..	..	..	PASS	Literature
CL146	H	CL146	CL146	petrous	1	2018	AmorimNatureCommunications2018	..	Context: Archaeological - Period	1345	14	580-630 CE	..	Italy_North_EarlyMedieval_Langobards_1	"Piedmont, Collegno"	Italy	45.0792	7.5783	0	Repulldown on 3.2M snpset	1240K	..	1.631417	2.631048	1439737	845566	..	M	"Italy, Piedmont, Collegno Family D (5 members) (CL151 is the mother of CL145 and CL146. Both brothers have a 2nd or 3rd degree relationship with CL92 and CL93. CL93 is the father of CL92)"	15.992486	0	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	R-S17624	R1b1a1b1a1a	Y-Chromosome Consortium and ISOGG	..	R1b1a2a1a	12.56	T2b3	..	0.1042	..	..	0.002852	1.572413732	"[0,0.006]"	-0.003	0.005	None	"[0,0.007]"	ds.half	..	0.351356982	..	0.1042	..	..	..	..	..	PASS	Literature
CL84	H	CL84	CL84	petrous	1	2018	AmorimNatureCommunications2018	..	Context: Archaeological - Period	1345	14	580-630 CE	..	Italy_North_EarlyMedieval_Langobards_1	"Piedmont, Collegno"	Italy	45.0792	7.5783	0	Repulldown on 3.2M snpset	1240K	..	1.375014	2.164943	1419902	818423	..	M	"Italy, Piedmont, Collegno Family A (5 members) (CL102 is the mother of CL87, and CL87 is the mother of CL83 and CL84. CL83 and CL84 both have a 2nd or 3rd degree relationship with both CL102 and CL97)"	4.813397	0	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	R-U198	R1b1a1b1a1a1c2a	Y-Chromosome Consortium and ISOGG	..	R1b1a2a1a2c1g1a1	15.43	H1t	..	0.0545	..	..	0.003593	1.868807916	"[0,0.007]"	-0.003	0.007	None	"[0,0.011]"	ds.half	..	0.299290347	..	0.0545	..	..	..	..	..	PASS	Literature
CL93	H	CL93	CL93	petrous	1	2018	AmorimNatureCommunications2018	..	Context: Archaeological - Period	1345	14	580-630 CE	..	Italy_North_EarlyMedieval_Langobards_1	"Piedmont, Collegno"	Italy	45.0792	7.5783	0	Repulldown on 3.2M snpset	1240K	..	1.215176	1.97176	1307411	791342	..	M	"Italy, Piedmont, Collegno Family D (5 members) (CL151 is the mother of CL145 and CL146. Both brothers have a 2nd or 3rd degree relationship with CL92 and CL93. CL93 is the father of CL92)"	6.246	0	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	R-S17624	R1b1a1b1a1a	Y-Chromosome Consortium and ISOGG	..	R1b1a2a1a	7.41	J2b1a	..	0.1148	..	..	0.005636	2.241885794	"[0.001,0.011]"	-0.001	0.005	None	"[0,0.009]"	ds.half	..	0.12424	..	0.1148	..	..	..	..	..	PASS	..
CL97	H	CL97	CL97	..	1	2018	AmorimNatureCommunications2018	..	Context: Archaeological - Period	1345	14	580-630 CE	..	Italy_North_EarlyMedieval_Langobards_1	"Piedmont, Collegno"	Italy	45.0792	7.5783	0	Repulldown on 3.2M snpset	1240K	..	0.076271	0.128259	138982	86925	..	M	"Italy, Piedmont, Collegno Family A (5 members) (CL102 is the mother of CL87, and CL87 is the mother of CL83 and CL84. CL83 and CL84 both have a 2nd or 3rd degree relationship with both CL102 and CL97)"	n/a (too few SNPs)	n/a (too few SNPs)	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	R-S15627	R1b1a1b1a1a1c2a1c	..	..	..	0.39	n/a (<2x)	n/a (<2x)	0.0804	..	..	..	..	..	-0.045	0.06	Model_Misspecified	"[0,0.073]"	ds.half	..	0.351809847	..	0.0804	..	..	..	..	..	PASS	Literature
I0156_published	H	I0156	"Hinxton12880, skeleton1964, HI1"	tooth	1	2016	SchiffelsNatureCommunications2016	"Haak, Wolfgang"	Direct: IntCal20	1981	43	"149 calBCE - 60 calCE (2039±27 BP, OxA-29573)"	..	England_IA	"England, South Cambridgeshire, East Anglia, Hinxton"	United Kingdom	52.08	0.18	0	Repulldown on 3.2M snpset	1240K	2	0.827914	1.358	1336813	785797	..	M	n/a (no relatives detected)	4.322898	0	Lazaridis caller (2/7/2021) based on Yfull 8.09 running directly on the bam	R-L21	R1b1a1b1a1a2c1	..	..	..	558.449937	K1a1b1b	"[0.986,0.997]"	..	..	..	..	..	..	-0.029	0.018	None	"[0,0.006]"	"ds.plus,ds.plus"	"S1221.L1,S0265.L1"	"0.22880,0.25000"	"..,.."	"0.378,.."	543117	"K1a1b1b,K1a1b1b"	"[0.996,1.000],[0.993,0.998]"	..	..	PASS	Xcontam=0.005
I0157_published	H	I0157	"Hinxton12881, skeleton241, HS1"	tooth	1	2016	SchiffelsNatureCommunications2016	"Haak, Wolfgang"	Direct: IntCal20	1227	35	"665-775 calCE (1288±25 BP, OxA-29574)"	..	England_EarlyMedieval_Saxon	"England, South Cambridgeshire, East Anglia, Hinxton"	United Kingdom	52.08	0.18	0	Repulldown on 3.2M snpset	1240K	2	4.850027	8.104	1719167	973695	..	F	n/a (no relatives detected)	0	0	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	754.917557	H2a2b1	"[0.965,0.99]"	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	0.021	0.011	None	"[0,0.043]"	"ds.plus,ds.plus"	"S1222.L1,S0266.L1"	"0.38220,0.40500"	"..,.."	"0.202,0.202"	"234.00,733.00"	"H2a2b1,H2a2b1"	"[0.985,0.994],[0.981,0.992]"	..	..	PASS	..
I0159_published	H	I0159	"Hinxton12883, skeleton5518, HS2"	tooth	1	2016	SchiffelsNatureCommunications2016	"Haak, Wolfgang"	Direct: IntCal20	1234	47	"643-821 calCE (1320±45 BP, OxA-X-2565-12)"	..	England_EarlyMedieval_Saxon	"England, South Cambridgeshire, East Anglia, Hinxton"	United Kingdom	52.08	0.18	0	Repulldown on 3.2M snpset	1240K	2	2.368554	3.968	1652563	930301	..	F	n/a (no relatives detected)	0	0	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	674.16211	K1a4a1a2b	"[0.979,0.995]"	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	-0.002	0.014	None	"[0,0.025]"	"ds.plus,ds.plus"	"S0268.L1,S1223.L1"	"0.52450,0.50290"	"..,.."	..	655186	"K1a4a1a2b,K1a4a1a2b"	"[0.978,0.989],[0.990,0.996]"	..	..	PASS	..
I0160_published	H	I0160	"Hinxton12884, skeleton1231, HI2"	tooth	1	2016	SchiffelsNatureCommunications2016	"Haak, Wolfgang"	Direct: IntCal20	1973	71	"166 calBCE - 116 calCE (2029±49 BP, Wk - 12599)"	..	England_IA	"England, South Cambridgeshire, East Anglia, Hinxton"	United Kingdom	52.08	0.18	0	Repulldown on 3.2M snpset	1240K	2	4.536859	7.583	1948287	1001309	..	M	n/a (no relatives detected)	0	0	Lazaridis caller (2/7/2021) based on Yfull 8.09 running directly on the bam	R-DF5	R1b1a1b1a1a2c1a5b1a1a	..	..	..	828.539381	H1ag1	"[0.964,0.987]"	..	..	..	..	..	..	0.007	0.014	None	"[0,0.034]"	"ds.plus,ds.plus"	"S0269.L1,S1224.L1"	"0.85570,0.69420"	"..,..0"	..	806177	"H1ag1,H1ag1"	"[0.982,0.992],[0.966,0.980]"	..	..	PASS	Xcontam=0.002
I0161_published	H	I0161	"Hinxton12885, skeleton355, HS3"	tooth	1	2016	SchiffelsNatureCommunications2016	"Haak, Wolfgang"	Direct: IntCal20	1157	54	"686-883 calCE (1230±25 BP, OxA-29572)"	..	England_EarlyMedieval_Saxon	"England, South Cambridgeshire, East Anglia, Hinxton"	United Kingdom	52.08	0.18	0	Repulldown on 3.2M snpset	1240K	2	0.767022	1.297	1228952	744491	..	F	n/a (no relatives detected)	0	0	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	592.496107	J2a1a1a	"[0.99,0.999]"	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	0.007	0.018	None	"[0,0.042]"	"ds.plus,ds.plus"	"S0270.L1,S1225.L1"	"0.23290,0.23280"	"..,.."	..	577144	"H2a2a1,H2a2a1"	"[0.996,1.000],[0.996,1.000]"	..	..	PASS	..
I0527	H	I0527	OSA04:1823	bone	1	2021	PattersonNature2021	"Craig, Oliver"	Context: Archaeological - Period	2200	87	400-100 BCE	..	England_EastYorkshire_MIA_LIA	"England, East Riding of Yorkshire, East Riding, North Ferriby, Melton Quarry"	United Kingdom	53.725076	-0.523009	0	Repulldown on 3.2M snpset	1240K	2	0.020386	0.035672	61523	40885	..	F	n/a (no relatives detected)	n/a (too few SNPs)	n/a (too few SNPs)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	15.963848	U2e1e	"[0.976,0.999]"	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	0.113	0.03	Model_Misspecified	"[0.054,0.172]"	"ds.half,ds.half"	"S0527.E1.L1,S0527.E1.L3"	"0.00420,0.00520"	"0.020,.."	"0.119,0.116"	"15.70,0.56"	"U2e1,.."	"[0.630,0.997],.."	..	..	PASS	..
